site_code year month day hour minute second datetime time_decimal air_sample_container_id value value_unc latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
LEF 2015 7 29 16 11 0 2015-07-29T16:11:00Z 2015.574450152207 6037-66 390.86 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 391638 L8 2015-08-19T13:16:00 .NP
LEF 2015 8 5 16 17 0 2015-08-05T16:17:00Z 2015.593639649924 2045-99 384.87 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 392857 L8 2015-09-03T15:21:00 -NP
LEF 2015 8 5 16 17 0 2015-08-05T16:17:00Z 2015.593639649924 2046-99 385.53 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 392858 L8 2015-09-03T15:37:00 +NP
LEF 2015 8 8 16 36 0 2015-08-08T16:36:00Z 2015.601894977169 5303-99 380.27 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 392855 L8 2015-09-03T16:24:00 .NP
LEF 2015 8 8 16 36 0 2015-08-08T16:36:00Z 2015.601894977169 5304-99 380.2 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 392856 L8 2015-09-03T16:40:00 .NP
LEF 2015 8 19 16 23 0 2015-08-19T16:23:00Z 2015.6320072298327 3959-99 395.99 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 393500 L8 2015-09-15T10:11:00 .NP
LEF 2015 8 19 16 23 0 2015-08-19T16:23:00Z 2015.6320072298327 3960-99 396.26 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 393501 L8 2015-09-15T10:27:00 .NP
LEF 2015 8 27 17 38 0 2015-08-27T17:38:00Z 2015.6540677321157 1203-99 377.04 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 393498 L8 2015-09-15T09:39:00 .XP
LEF 2015 8 27 17 38 0 2015-08-27T17:38:00Z 2015.6540677321157 1204-99 377.1 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 393499 L8 2015-09-15T09:55:00 .XP
LEF 2015 9 2 15 50 0 2015-09-02T15:50:00Z 2015.670300608828 2784-99 396.28 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394099 L8 2015-09-23T13:18:00 .NP
LEF 2015 9 2 15 50 0 2015-09-02T15:50:00Z 2015.670300608828 4520-99 396.18 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394100 L8 2015-09-23T13:34:00 .NP
LEF 2015 9 9 16 10 0 2015-09-09T16:10:00Z 2015.6895167427701 1475-99 397.17 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394097 L8 2015-09-23T12:47:00 .NP
LEF 2015 9 9 16 10 0 2015-09-09T16:10:00Z 2015.6895167427701 2100-99 397.45 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394098 L8 2015-09-23T13:03:00 .NP
LEF 2015 9 16 14 24 0 2015-09-16T14:24:00Z 2015.708493150685 2351-99 395.0 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394993 L8 2015-10-07T12:13:00 .NP
LEF 2015 9 16 14 24 0 2015-09-16T14:24:00Z 2015.708493150685 2352-99 395.04 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394994 L8 2015-10-07T12:28:00 .NP
LEF 2015 9 23 16 3 0 2015-09-23T16:03:00Z 2015.7278595890411 1917-99 411.17 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394991 L8 2015-10-07T11:41:00 .XP
LEF 2015 9 23 16 3 0 2015-09-23T16:03:00Z 2015.7278595890411 1918-99 412.53 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 394992 L8 2015-10-07T11:57:00 NNP
LEF 2015 9 30 16 40 0 2015-09-30T16:40:00Z 2015.7471080669711 79-99 398.92 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 395998 L8 2015-10-21T15:59:00 .NP
LEF 2015 9 30 16 40 0 2015-09-30T16:40:00Z 2015.7471080669711 80-99 399.22 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 395999 L8 2015-10-21T16:14:00 .NP
LEF 2015 10 7 16 32 0 2015-10-07T16:32:00Z 2015.7662709284627 729-99 399.4 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 395996 L8 2015-10-21T15:27:00 .NP
LEF 2015 10 7 16 32 0 2015-10-07T16:32:00Z 2015.7662709284627 730-99 399.26 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 395997 L8 2015-10-21T15:43:00 .NP
LEF 2015 10 16 16 38 0 2015-10-16T16:38:00Z 2015.7909398782344 1625-99 398.16 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 396611 L8 2015-10-30T11:55:00 .NP
LEF 2015 10 16 16 38 0 2015-10-16T16:38:00Z 2015.7909398782344 1626-99 398.15 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 396612 L8 2015-10-30T12:11:00 .NP
LEF 2015 10 21 18 58 0 2015-10-21T18:58:00Z 2015.8049048706241 367-99 413.96 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 396609 L8 2015-10-30T11:24:00 ..P
LEF 2015 10 21 18 58 0 2015-10-21T18:58:00Z 2015.8049048706241 368-99 414.14 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 396610 L8 2015-10-30T11:40:00 ..P
LEF 2015 10 28 16 1 0 2015-10-28T16:01:00Z 2015.823746194825 675-99 412.38 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 397578 L8 2015-11-13T13:14:00 .NP
LEF 2015 10 28 16 1 0 2015-10-28T16:01:00Z 2015.823746194825 676-99 412.41 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 397579 L8 2015-11-13T13:30:00 .NP
LEF 2015 11 4 17 4 0 2015-11-04T17:04:00Z 2015.8430441400305 5159-99 426.94 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 397576 L8 2015-11-13T13:46:00 .XP
LEF 2015 11 4 17 4 0 2015-11-04T17:04:00Z 2015.8430441400305 5160-99 427.18 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 397577 L8 2015-11-13T14:02:00 .XP
LEF 2015 11 12 20 35 0 2015-11-12T20:35:00Z 2015.865363394216 2343-99 417.43 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 398334 L8 2015-12-01T10:56:00 ..P
LEF 2015 11 12 20 35 0 2015-11-12T20:35:00Z 2015.865363394216 4708-99 417.55 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 398335 L8 2015-12-01T11:12:00 ..P
LEF 2015 11 19 17 9 0 2015-11-19T17:09:00Z 2015.884149543379 1669-99 407.0 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 398332 L8 2015-12-01T10:25:00 .NP
LEF 2015 11 19 17 9 0 2015-11-19T17:09:00Z 2015.884149543379 3353-99 407.0 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 398333 L8 2015-12-01T10:40:00 .NP
LEF 2015 12 2 16 0 0 2015-12-02T16:00:00Z 2015.9196347031964 3600-99 416.64 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 399429 L8 2016-01-04T16:03:00 .NP
LEF 2015 12 2 16 0 0 2015-12-02T16:00:00Z 2015.9196347031964 4948-99 416.63 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 399430 L8 2016-01-04T16:19:00 .NP
LEF 2015 12 9 17 1 0 2015-12-09T17:01:00Z 2015.9389288432267 2996-99 416.31 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 399428 L8 2016-01-04T16:51:00 .NP
LEF 2015 12 9 17 1 0 2015-12-09T17:01:00Z 2015.9389288432267 3459-99 416.79 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 399427 L8 2016-01-04T16:35:00 .NP
LEF 2015 12 23 16 48 0 2015-12-23T16:48:00Z 2015.9772602739727 983-99 419.27 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 400580 L8 2016-01-25T14:30:00 .NP
LEF 2015 12 23 16 48 0 2015-12-23T16:48:00Z 2015.9772602739727 984-99 419.34 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 400581 L8 2016-01-25T14:46:00 .NP
LEF 2016 1 6 16 21 0 2016-01-06T16:21:00Z 2016.0155225409835 1333-99 413.79 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 400578 L8 2016-01-25T15:02:00 .NP
LEF 2016 1 6 16 21 0 2016-01-06T16:21:00Z 2016.0155225409835 1334-99 413.6 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 400579 L8 2016-01-25T15:18:00 .NP
LEF 2016 1 13 17 33 0 2016-01-13T17:33:00Z 2016.0347848360657 559-99 414.42 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 401324 L8 2016-01-29T16:27:00 .NP
LEF 2016 1 13 17 33 0 2016-01-13T17:33:00Z 2016.0347848360657 560-99 413.93 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 401325 L8 2016-01-29T16:43:00 .NP
LEF 2016 1 20 17 28 0 2016-01-20T17:28:00Z 2016.0539010321797 847-99 411.99 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 401322 L8 2016-02-04T15:00:00 .NP
LEF 2016 1 20 17 28 0 2016-01-20T17:28:00Z 2016.0539010321797 848-99 411.93 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 401323 L8 2016-02-04T15:16:00 .NP
LEF 2016 1 28 17 0 0 2016-01-28T17:00:00Z 2016.0757058287795 1981-99 411.91 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 402797 L8 2016-03-01T15:50:00 .NP
LEF 2016 1 28 17 0 0 2016-01-28T17:00:00Z 2016.0757058287795 3718-99 411.85 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 402798 L8 2016-03-01T16:06:00 .NP
LEF 2016 2 11 18 20 0 2016-02-11T18:20:00Z 2016.1141089860353 2337-99 409.83 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 402795 L8 2016-03-01T15:19:00 ..P
LEF 2016 2 11 18 20 0 2016-02-11T18:20:00Z 2016.1141089860353 5415-99 409.94 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 402796 L8 2016-03-01T15:35:00 ..P
LEF 2016 2 18 16 18 0 2016-02-18T16:18:00Z 2016.133003187614 475-99 410.82 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403125 L8 2016-03-08T10:48:00 .NP
LEF 2016 2 18 16 18 0 2016-02-18T16:18:00Z 2016.133003187614 476-99 411.12 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403126 L8 2016-03-08T11:04:00 .NP
LEF 2016 2 23 18 39 0 2016-02-23T18:39:00Z 2016.1469319216758 2041-99 413.51 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403123 L8 2016-03-08T08:41:00 ..P
LEF 2016 2 23 18 39 0 2016-02-23T18:39:00Z 2016.1469319216758 2042-99 413.57 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403124 L8 2016-03-08T08:56:00 ..P
LEF 2016 3 2 16 48 0 2016-03-02T16:48:00Z 2016.1685792349726 2785-99 409.61 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403923 L8 2016-03-21T13:56:00 .NP
LEF 2016 3 2 16 48 0 2016-03-02T16:48:00Z 2016.1685792349726 2786-99 409.84 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403924 L8 2016-03-21T14:11:00 .NP
LEF 2016 3 9 16 36 0 2016-03-09T16:36:00Z 2016.1876821493624 199-99 420.67 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403921 L8 2016-03-21T14:59:00 .NP
LEF 2016 3 9 16 36 0 2016-03-09T16:36:00Z 2016.1876821493624 200-99 420.68 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 403922 L8 2016-03-21T15:15:00 .NP
LEF 2016 3 16 17 51 0 2016-03-16T17:51:00Z 2016.206950136612 2574-99 414.9 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 404713 L8 2016-04-08T08:57:00 .NP
LEF 2016 3 16 17 51 0 2016-03-16T17:51:00Z 2016.206950136612 4612-99 414.95 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 404714 L8 2016-04-08T09:13:00 .NP
LEF 2016 3 23 15 25 0 2016-03-23T15:25:00Z 2016.22579880085 2556-99 408.91 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 404712 L8 2016-04-07T17:25:00 .NP
LEF 2016 3 23 15 25 0 2016-03-23T15:25:00Z 2016.22579880085 506-99 408.88 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 404711 L8 2016-04-07T17:09:00 .NP
LEF 2016 3 31 15 57 0 2016-03-31T15:57:00Z 2016.2477174408014 25-99 412.31 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 405079 L8 2016-04-15T08:58:00 .NP
LEF 2016 3 31 15 57 0 2016-03-31T15:57:00Z 2016.2477174408014 4894-99 412.27 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 405080 L8 2016-04-15T09:14:00 .NP
LEF 2016 4 5 17 21 0 2016-04-05T17:21:00Z 2016.2615380236793 1805-99 410.59 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 405075 L8 2016-04-14T16:26:00 .NP
LEF 2016 4 5 17 21 0 2016-04-05T17:21:00Z 2016.2615380236793 3123-99 410.58 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 405076 L8 2016-04-14T16:42:00 .NP
LEF 2016 4 14 15 24 0 2016-04-14T15:24:00Z 2016.2859061930783 192-99 414.57 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406059 L8 2016-04-29T15:32:00 .NP
LEF 2016 4 14 15 24 0 2016-04-14T15:24:00Z 2016.2859061930783 4618-99 414.64 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406058 L8 2016-04-29T15:48:00 .NP
LEF 2016 4 21 16 35 0 2016-04-21T16:35:00Z 2016.305166590771 2754-99 417.54 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406060 L8 2016-04-29T15:00:00 .NP
LEF 2016 4 21 16 35 0 2016-04-21T16:35:00Z 2016.305166590771 3540-99 417.25 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406061 L8 2016-04-29T15:16:00 .NP
LEF 2016 4 26 17 55 0 2016-04-26T17:55:00Z 2016.3189795840922 516-99 407.34 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406916 L8 2016-05-18T14:50:00 .NP
LEF 2016 4 26 17 55 0 2016-04-26T17:55:00Z 2016.3189795840922 990-99 407.51 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406917 L8 2016-05-18T14:34:00 .NP
LEF 2016 5 5 17 10 0 2016-05-05T17:10:00Z 2016.343484365513 743-99 406.77 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406915 L8 2016-05-18T15:22:00 .NP
LEF 2016 5 5 17 10 0 2016-05-05T17:10:00Z 2016.343484365513 8-99 406.87 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 406914 L8 2016-05-18T15:06:00 .NP
LEF 2016 5 11 17 3 0 2016-05-11T17:03:00Z 2016.3598645264117 1732-99 410.51 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 407694 L8 2016-06-01T12:21:00 .NP
LEF 2016 5 11 17 3 0 2016-05-11T17:03:00Z 2016.3598645264117 4006-99 410.05 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 407695 L8 2016-06-01T12:37:00 .NP
LEF 2016 5 18 16 8 0 2016-05-18T16:08:00Z 2016.378885853066 1238-99 406.87 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 407696 L8 2016-06-01T11:49:00 .NP
LEF 2016 5 18 16 8 0 2016-05-18T16:08:00Z 2016.378885853066 1338-99 407.13 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 407697 L8 2016-06-01T12:05:00 .NP
LEF 2016 5 24 17 7 0 2016-05-24T17:07:00Z 2016.3953912416514 3504-99 406.29 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 408338 L8 2016-06-17T11:54:00 .NP
LEF 2016 5 24 17 7 0 2016-05-24T17:07:00Z 2016.3953912416514 4092-99 406.58 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 408339 L8 2016-06-17T12:10:00 .NP
LEF 2016 5 31 18 7 0 2016-05-31T18:07:00Z 2016.414630768063 1190-99 398.74 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 408336 L8 2016-06-17T11:23:00 ..P
LEF 2016 5 31 18 7 0 2016-05-31T18:07:00Z 2016.414630768063 4517-99 398.58 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 408337 L8 2016-06-17T11:39:00 ..P
LEF 2016 6 7 16 38 0 2016-06-07T16:38:00Z 2016.4335875834852 1169-99 401.37 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409417 L8 2016-06-30T09:10:00 .NP
LEF 2016 6 7 16 38 0 2016-06-07T16:38:00Z 2016.4335875834852 1170-99 401.37 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409418 L8 2016-06-30T09:26:00 .NP
LEF 2016 6 15 16 54 0 2016-06-15T16:54:00Z 2016.4554758652096 4385-99 401.0 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409415 L8 2016-06-30T10:46:00 .NP
LEF 2016 6 15 16 54 0 2016-06-15T16:54:00Z 2016.4554758652096 4386-99 400.94 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409416 L8 2016-06-30T11:02:00 .NP
LEF 2016 6 22 16 54 0 2016-06-22T16:54:00Z 2016.4746015482697 112-99 392.5 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409901 L8 2016-07-07T15:53:00 .NP
LEF 2016 6 22 16 54 0 2016-06-22T16:54:00Z 2016.4746015482697 1744-99 392.45 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409902 L8 2016-07-07T16:09:00 .NP
LEF 2016 6 29 16 48 0 2016-06-29T16:48:00Z 2016.4937158469945 4055-99 390.89 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409924 L8 2016-07-08T10:12:00 .NP
LEF 2016 6 29 16 48 0 2016-06-29T16:48:00Z 2016.4937158469945 4719-99 391.16 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 409925 L8 2016-07-08T10:28:00 .NP
LEF 2016 7 5 16 44 0 2016-07-05T16:44:00Z 2016.5101017000607 3496-99 392.17 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 410778 L8 2016-07-21T16:31:00 -NP
LEF 2016 7 5 16 44 0 2016-07-05T16:44:00Z 2016.5101017000607 4450-99 392.78 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 410779 L8 2016-07-21T16:47:00 +NP
LEF 2016 7 14 15 33 0 2016-07-14T15:33:00Z 2016.5345571493624 469-99 400.99 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 410776 L8 2016-07-21T16:00:00 .NP
LEF 2016 7 14 15 33 0 2016-07-14T15:33:00Z 2016.5345571493624 5386-99 400.9 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 410777 L8 2016-07-21T16:15:00 .NP
LEF 2016 7 20 16 20 0 2016-07-20T16:20:00Z 2016.5510397692774 2503-99 394.88 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 411573 L8 2016-08-04T08:47:00 .NP
LEF 2016 7 20 16 20 0 2016-07-20T16:20:00Z 2016.5510397692774 746-99 395.06 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 411574 L8 2016-08-04T09:03:00 .NP
LEF 2016 7 27 16 46 0 2016-07-27T16:46:00Z 2016.5702147844565 1596-99 397.04 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 411571 L8 2016-08-04T09:34:00 .NP
LEF 2016 7 27 16 46 0 2016-07-27T16:46:00Z 2016.5702147844565 1631-99 396.98 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 411572 L8 2016-08-04T09:18:00 .NP
LEF 2016 8 3 16 0 0 2016-08-03T16:00:00Z 2016.5892531876138 232-99 394.13 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 412351 L8 2016-08-18T11:47:00 .NP
LEF 2016 8 3 16 0 0 2016-08-03T16:00:00Z 2016.5892531876138 2561-99 394.43 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 412352 L8 2016-08-18T11:31:00 .NP
LEF 2016 8 10 16 54 0 2016-08-10T16:54:00Z 2016.6084813296904 2360-99 397.8 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 412350 L8 2016-08-18T12:19:00 -NP
LEF 2016 8 10 16 54 0 2016-08-10T16:54:00Z 2016.6084813296904 3155-99 398.58 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 412349 L8 2016-08-18T12:03:00 +NP
LEF 2016 8 31 16 30 0 2016-08-31T16:30:00Z 2016.66581284153 3947-99 396.88 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 414039 L10 2016-09-28T08:41:00 .NP
LEF 2016 8 31 16 30 0 2016-08-31T16:30:00Z 2016.66581284153 3948-99 397.03 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 414040 L10 2016-09-28T08:56:00 .NP
LEF 2016 9 7 16 36 0 2016-09-07T16:36:00Z 2016.6849499089253 5559-99 424.13 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 414037 L10 2016-09-29T11:34:00 .XP
LEF 2016 9 7 16 36 0 2016-09-07T16:36:00Z 2016.6849499089253 5560-99 424.17 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 414038 L10 2016-09-29T11:50:00 .XP
LEF 2016 9 15 16 40 0 2016-09-15T16:40:00Z 2016.7068154219794 17-99 402.75 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415476 L10 2016-10-26T14:10:00 .NP
LEF 2016 9 15 16 40 0 2016-09-15T16:40:00Z 2016.7068154219794 18-99 402.69 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415477 L10 2016-10-26T14:25:00 .NP
LEF 2016 9 27 16 6 0 2016-09-27T16:06:00Z 2016.7395377959926 3885-99 407.28 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415474 L10 2016-10-26T14:41:00 .NP
LEF 2016 9 27 16 6 0 2016-09-27T16:06:00Z 2016.7395377959926 3886-99 407.29 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415475 L10 2016-10-26T14:57:00 .NP
LEF 2016 10 6 15 40 0 2016-10-06T15:40:00Z 2016.7640786278082 2127-99 408.63 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415470 L10 2016-10-26T08:52:00 .NP
LEF 2016 10 6 15 40 0 2016-10-06T15:40:00Z 2016.7640786278082 2128-99 408.65 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415471 L10 2016-10-26T09:08:00 .NP
LEF 2016 10 12 16 13 0 2016-10-12T16:13:00Z 2016.7805346842745 5671-99 405.15 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415473 L10 2016-10-26T09:24:00 .NP
LEF 2016 10 12 16 13 0 2016-10-12T16:13:00Z 2016.7805346842745 5672-99 405.13 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 415472 L10 2016-10-26T09:40:00 .NP
LEF 2016 10 17 15 18 0 2016-10-17T15:18:00Z 2016.7940915300546 460-99 420.06 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416286 L10 2016-11-08T12:57:00 .XP
LEF 2016 10 17 15 18 0 2016-10-17T15:18:00Z 2016.7940915300546 529-99 419.64 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416287 L10 2016-11-08T13:13:00 .NP
LEF 2016 10 27 16 30 0 2016-10-27T16:30:00Z 2016.8215505464482 3562-99 409.22 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416308 L10 2016-11-07T16:31:00 .NP
LEF 2016 10 27 16 30 0 2016-10-27T16:30:00Z 2016.8215505464482 4252-99 409.3 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416309 L10 2016-11-07T16:46:00 .NP
LEF 2016 11 2 16 26 0 2016-11-02T16:26:00Z 2016.8379363995143 1636-99 405.83 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416831 L10 2016-11-17T12:58:00 .NP
LEF 2016 11 2 16 26 0 2016-11-02T16:26:00Z 2016.8379363995143 546-99 405.81 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416832 L10 2016-11-17T12:42:00 .NP
LEF 2016 11 8 17 28 0 2016-11-08T17:28:00Z 2016.8544474802673 2479-99 409.82 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416833 L10 2016-11-17T13:14:00 .NP
LEF 2016 11 8 17 28 0 2016-11-08T17:28:00Z 2016.8544474802673 4688-99 409.98 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 416834 L10 2016-11-17T13:30:00 .NP
LEF 2016 11 16 16 13 0 2016-11-16T16:13:00Z 2016.876163099575 3162-99 410.15 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 417478 L10 2016-11-30T17:12:00 .NP
LEF 2016 11 16 16 13 0 2016-11-16T16:13:00Z 2016.876163099575 4792-99 410.04 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 417479 L10 2016-11-30T17:28:00 .NP
LEF 2016 11 22 16 23 0 2016-11-22T16:23:00Z 2016.89257551609 153-99 407.75 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 417476 L10 2016-11-30T16:41:00 .NP
LEF 2016 11 22 16 23 0 2016-11-22T16:23:00Z 2016.89257551609 3292-99 460.49 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 417477 L10 2016-11-30T16:57:00 NNP
LEF 2016 11 28 18 31 0 2016-11-28T18:31:00Z 2016.9092118245294 2791-99 416.67 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418248 L10 2016-12-15T14:10:00 ..P
LEF 2016 11 28 18 31 0 2016-11-28T18:31:00Z 2016.9092118245294 38-99 416.56 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418249 L10 2016-12-15T14:26:00 ..P
LEF 2016 12 7 16 58 0 2016-12-07T16:58:00Z 2016.933625531269 4606-99 413.98 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418246 L10 2016-12-15T14:42:00 +NP
LEF 2016 12 7 16 58 0 2016-12-07T16:58:00Z 2016.933625531269 4928-99 413.45 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418247 L10 2016-12-15T14:58:00 -NP
LEF 2016 12 14 16 53 0 2016-12-14T16:53:00Z 2016.9527417273832 5227-99 410.89 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418905 L10 2017-01-12T14:55:00 .NP
LEF 2016 12 14 16 53 0 2016-12-14T16:53:00Z 2016.9527417273832 5228-99 411.36 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418906 L10 2017-01-12T15:11:00 .NP
LEF 2016 12 22 12 34 56 2016-12-22T12:34:56Z 2016.974109997976 5583-99 410.46 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 418904 L10 2017-01-12T13:52:00 .NP
LEF 2016 12 28 17 2 0 2016-12-28T17:02:00Z 2016.9910101700061 3679-99 416.77 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 419235 L10 2017-01-18T13:16:00 .NP
LEF 2016 12 28 17 2 0 2016-12-28T17:02:00Z 2016.9910101700061 3680-99 416.69 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 419234 L10 2017-01-18T13:32:00 .NP
LEF 2017 1 4 17 30 0 2017-01-04T17:30:00Z 2017.0102168949772 3363-99 411.82 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 419236 L10 2017-01-18T14:21:00 .NP
LEF 2017 1 4 17 30 0 2017-01-04T17:30:00Z 2017.0102168949772 3364-99 411.82 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 419237 L10 2017-01-18T14:37:00 .NP
LEF 2017 1 12 17 10 0 2017-01-12T17:10:00Z 2017.032096651446 5391-99 417.54 0.07 45.9451 -90.2732 868.0 472.0 396.0 N 420050 L10 2017-02-06T14:46:00 -NP
